"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901617","organic hydroxy compound biosynthetic process","38/1625","245/18903",0.000266108039658967,0.00521076673006629,0.00421659565551593,"MVK/SEC14L2/HDC/GPR37/MAS1/IP6K3/CYP46A1/ALOX12/FDPS/HSD17B7/HMGCS2/PRKAA2/INSIG1/CYP51A1/CITED1/NSDHL/ITPKC/G6PD/OSBPL2/FGFR4/FDFT1/SRD5A2/SPTLC2/RAB38/DDC/SNAI2/CYP7B1/SQLE/HMGCS1/PSAT1/SLC7A11/MSMO1/H6PD/CH25H/SC5D/ZEB2/DHCR7/HMGCR",38
"GO:0060840","artery development","21/1625","107/18903",0.000270291560148359,0.00527516044872327,0.00426870358672783,"TBX1/LUZP1/APLNR/FKBP10/NOTCH1/MYOCD/NRP1/EFEMP2/LRP1/DDIT3/ACVRL1/PDGFRB/TFAP2B/GLI3/LRP2/PKD2/EDNRA/WNT11/PDE2A/COL3A1/MYLK",21
"GO:0006694","steroid biosynthetic process","30/1625","178/18903",0.000271433801564666,0.00527996972416548,0.00427259529230328,"MVK/SEC14L2/CYP46A1/FDPS/HSD17B2/HSD17B7/PBX1/HMGCS2/PRKAA2/INSIG1/CYP51A1/NSDHL/SF1/G6PD/OSBPL2/FGFR4/FDFT1/SRD5A2/SNAI2/CYP7B1/SQLE/HMGCS1/CYP1A1/IGFBP7/MSMO1/H6PD/CH25H/SC5D/DHCR7/HMGCR",30
"GO:0048041","focal adhesion assembly","18/1625","85/18903",0.000273355847501496,0.00529986633280861,0.00428869579303767,"SLC9A1/FERMT2/DAPK3/MYOC/NRP1/FAM107A/ACVRL1/PTK2/EFNA5/KDR/LIMCH1/EPHA3/GPM6B/ARHGAP6/SORBS1/LDB1/BCAS3/ACTN2",18
"GO:0016125","sterol metabolic process","27/1625","154/18903",0.000280745062428412,0.00542528327197724,0.00439018422040771,"MVK/SEC14L2/HDLBP/CYP46A1/FDPS/SULT2A1/HSD17B7/FMO5/HMGCS2/PRKAA2/INSIG1/CYP51A1/PON1/NSDHL/G6PD/CYP2D6/ABCA5/FDFT1/CYP7B1/SQLE/HMGCS1/MSMO1/CH25H/SC5D/SCARF1/DHCR7/HMGCR",27
"GO:0032414","positive regulation of ion transmembrane transporter activity","22/1625","115/18903",0.000285900601257373,0.00550685667912077,0.00445619409802943,"SLC9A1/CACNA2D1/RELN/CTSS/SHANK3/WNK4/ATP1B2/KCNC1/ACTN4/CHP2/STAC3/TRDN/CNKSR3/ATPSCKMT/ANTKMT/PKD2/ANK2/EDNRA/DMD/VMP1/ACTN2/CACNB3",22
"GO:0048709","oligodendrocyte differentiation","20/1625","100/18903",0.000288444702006278,0.00553776245480457,0.00448120330804199,"BOK/GPR17/PTPRZ1/TSPAN2/CNTN2/NOTCH1/MAG/SOX8/SOX10/TLR2/SOX9/MAL/DAAM2/PLP1/GLI3/NTRK2/LPAR1/HES5/BNIP3/WASF3",20
"GO:0045766","positive regulation of angiogenesis","31/1625","187/18903",0.000292634944508018,0.00558184583472575,0.00451687594469708,"IL1B/HK2/NINJ1/APLNR/CD34/JUP/PRKD1/TBXA2R/ANGPTL4/ECM1/S100A1/CDH5/NRP1/JCAD/PRKD2/NOS3/C3AR1/ACVRL1/ANGPT2/DLL1/SMOC2/FLT1/SEMA5A/CCBE1/CXCL8/SFRP2/KDR/ADAM12/C5/ETS1/TGFBR2",31
"GO:1904018","positive regulation of vasculature development","31/1625","187/18903",0.000292634944508018,0.00558184583472575,0.00451687594469708,"IL1B/HK2/NINJ1/APLNR/CD34/JUP/PRKD1/TBXA2R/ANGPTL4/ECM1/S100A1/CDH5/NRP1/JCAD/PRKD2/NOS3/C3AR1/ACVRL1/ANGPT2/DLL1/SMOC2/FLT1/SEMA5A/CCBE1/CXCL8/SFRP2/KDR/ADAM12/C5/ETS1/TGFBR2",31
"GO:0050886","endocrine process","19/1625","93/18903",0.000304842193476422,0.00579468939796259,0.00468911072137026,"SELENOM/TBX3/IL1B/CPA3/AGTR1/TACR1/KCNQ1/CRHR1/WNK4/EDNRB/OXTR/NOS3/C1QTNF1/F2R/SPP1/ENPEP/CORIN/RAB11FIP5/FZD4",19
"GO:0051208","sequestering of calcium ion","24/1625","131/18903",0.000305909004076046,0.00579468939796259,0.00468911072137026,"TPCN2/APLNR/HSP90B1/CAPN3/PRKD1/TMEM38A/ATP1A2/FLNA/JPH1/DDIT3/ANXA6/DHRS7C/SLC25A23/PLN/SLC8A1/TRDN/CCL19/F2R/PKD2/ANK2/CAMK2D/CASQ2/DMD/TRPM2",24
"GO:0031649","heat generation","7/1625","17/18903",0.000307476324037109,0.00579468939796259,0.00468911072137026,"IL1B/PTGES/PTGER3/ABAT/EDNRB/SLC27A1/ADRB1",7
"GO:0042551","neuron maturation","12/1625","45/18903",0.000307726125137817,0.00579468939796259,0.00468911072137026,"FARP2/GLDN/CNTN2/C1QL1/MYOC/EDNRB/NTN4/MECP2/BCL11A/EDNRA/C1QA/SCARF1",12
"GO:0006883","cellular sodium ion homeostasis","8/1625","22/18903",0.000312532713479636,0.00584783432777453,0.00473211603935249,"SLC9A1/UMOD/ATP1B2/SLC1A3/ATP1A2/SCNN1B/SLC8A1/ATP12A",8
"GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","8/1625","22/18903",0.000312532713479636,0.00584783432777453,0.00473211603935249,"TMEM38A/ATP1A2/PLN/SLC8A1/ANK2/CAMK2D/CASQ2/DMD",8
"GO:0061053","somite development","18/1625","86/18903",0.000318362642487909,0.00592321564669884,0.0047931152278307,"PPP2R3A/SEMA3C/MYF6/MYF5/NOTCH1/NKD1/LFNG/LEF1/EP300/AXIN2/DLL1/SFRP2/LOXL3/POGLUT1/TCF15/PCDH8/WNT11/NRARP",18
"GO:0010594","regulation of endothelial cell migration","36/1625","230/18903",0.000318571319987026,0.00592321564669884,0.0047931152278307,"STC1/NR2F2/DCN/BCAR1/JUP/NOTCH1/PRKD1/TBXA2R/NRP1/JCAD/HDAC9/PRKD2/MECP2/NOS3/ANGPT1/ACVRL1/FLT4/PLPP3/ANGPT2/SMOC2/RIN2/STARD13/FGF16/SEMA5A/PTPRM/PTK2/CCBE1/PLK2/KDR/FGFBP1/GLUL/MMRN2/ETS1/P2RX4/BCAS3/NRP2",36
"GO:0050954","sensory perception of mechanical stimulus","30/1625","180/18903",0.000330779106684842,0.00611320744390404,0.00494685816590095,"TBX1/KCNQ1/TUB/FYN/EPYC/COL1A1/SLC1A3/TECTA/ATP2B2/EML2/COL2A1/DDIT3/SLC9A3R1/SOBP/OTOR/TFAP2A/RIPOR2/MBP/SNAI2/ATP8B1/MARVELD2/LRP2/USP53/GJB6/FZD4/CXCL12/P2RX4/PGAP1/TSPEAR/COL11A1",30
"GO:0060411","cardiac septum morphogenesis","16/1625","72/18903",0.000330864128708074,0.00611320744390404,0.00494685816590095,"TBX1/TBX3/SEMA3C/APLNR/NOTCH1/SAV1/ZFPM1/TGFBR3/NRP1/NOS3/SLIT3/LRP2/WNT11/NRP2/TGFBR2/CCN1",16
"GO:0062197","cellular response to chemical stress","49/1625","345/18903",0.00033448175403722,0.00616073580717305,0.00498531851165343,"CAMKK2/EFHD1/SESN2/FYN/MAP3K5/GPR37/ALDH3B1/GPR37L1/SLC12A6/PDK2/PCGF2/FBLN5/CAPN3/PRKD1/PIK3CA/ALOX5/JAK2/NFAT5/LRRC8C/PRKAA2/GFER/G6PD/NOS3/AGAP3/YBX3/STAT6/DDIT3/PRDX2/SLC25A23/ARG1/NONO/GSR/MELK/PKD2/SLC7A11/EDNRA/RCSD1/ABCC1/PDGFD/TRPM2/DDR2/AIFM2/SLC2A1/PPIF/BNIP3/ANKRD2/MYLK/ANKZF1/ECT2",49
"GO:1903034","regulation of response to wounding","29/1625","172/18903",0.000338122171097885,0.00620838653099979,0.00502387787258408,"PROS1/PLAT/SERPING1/CD34/FERMT2/ALOX12/ALOX5/OCLN/PTPRS/TBXA2R/ANXA2/PLAUR/ABAT/FLNA/NOS3/C1QTNF1/PRDX2/SMOC2/THBD/PTK2/EPPK1/F2R/SPP1/MMRN1/DDR2/CLDN19/PRKG1/SCARF1/MYLK",29
"GO:2001257","regulation of cation channel activity","32/1625","197/18903",0.00034301183724628,0.00627860797742104,0.00508070164943738,"NLGN1/KCNQ1/CACNA2D1/RELN/ABCC9/CTSS/SHANK3/CRHR1/NLGN2/DLG4/KCNAB1/VAMP2/KCNC1/SLC6A9/AHNAK/JPH1/STAC3/PDE4B/PLN/TRDN/CAPN1/ATPSCKMT/ANTKMT/PKD2/ANK2/CAMK2D/EDNRA/CASQ2/FGF14/DMD/ACTN2/CACNB3",32
"GO:0045785","positive regulation of cell adhesion","64/1625","484/18903",0.000353208416842772,0.00643684493377183,0.00520874830691696,"IL1B/P2RY12/LIMS2/CD81/FUT3/AMBRA1/FYN/RUNX3/CYRIB/PODXL/PRKCQ/JUP/FLOT1/HLA-DRA/ZBTB1/FERMT2/PIK3CA/ALOX5/JAK2/ZFHX3/NFAT5/MYADM/CDH13/PLAUR/MYOC/SELP/VCAM1/NRP1/LAMB2/FBLN2/PRKD2/EFEMP2/FLNA/CSPG5/ANGPT1/TGM2/LEF1/ADAM19/NDNF/PLPP3/VAV1/LAMA2/RIN2/ARID1B/HLX/EFNB1/GLI3/TESK1/CCL19/CD274/MMRN1/NPNT/IL15/SFRP2/KDR/ABI3BP/PRKCZ/CXCL12/LDB1/ETS1/C1QBP/CCL5/TGFBR2/CCN1",64
"GO:0060070","canonical Wnt signaling pathway","45/1625","310/18903",0.000354932915418365,0.00643684493377183,0.00520874830691696,"TCF7L1/ZNF703/TPBG/COL1A1/JUP/NOTCH1/DVL2/STK11/TLE2/DAPK3/CSNK1G2/TRPM4/PLEKHA4/NKD1/WNT9A/RBMS3/EDNRB/DACT3/LEF1/SOX10/DDIT3/TMEM198/SLC9A3R1/AXIN2/SOX9/NOTUM/VCP/PLPP3/ANKRD6/DAAM2/GLI3/IGFBP1/LIMD1/SEMA5A/SNAI2/DKK2/EDNRA/SFRP2/FZD4/WNT11/TPBGL/NRARP/BCL9L/TTC21B/ZEB2",45
"GO:0061458","reproductive system development","45/1625","310/18903",0.000354932915418365,0.00643684493377183,0.00520874830691696,"TBX3/PSAP/PTX3/BOK/NR2F2/AGO4/MAS1/PPP1R9B/NOTCH1/STK11/IMMP2L/MYOCD/IRX5/SOX8/PKD1/LFNG/TNFSF10/SF1/NOS3/YBX3/ATN1/COL9A3/PDGFRB/SLIT3/SOX9/OSR1/ESR1/SRD5A2/FNDC3A/GLI3/GREB1L/CYP7B1/SULF1/ACSBG1/LRP2/EREG/SFRP2/KDR/ADAMTS1/FZD4/HSPA5/RBP4/GFRA1/UBB/MEA1",45
"GO:1901342","regulation of vasculature development","50/1625","355/18903",0.000356890596252671,0.00645249439973387,0.00522141198456846,"CLDN5/IL1B/HK2/CREB3L1/NINJ1/APLNR/DCN/CD34/JUP/WARS1/PRKD1/ALOX5/TBXA2R/ANGPTL4/ECM1/S100A1/CDH5/NRP1/JCAD/STAB1/PRKD2/MECP2/EPN2/NOS3/C3AR1/PPP1R16B/ACVRL1/RNH1/ANGPT2/DLL1/SMOC2/FLT1/SEMA5A/PTPRM/SULF1/CCBE1/PLK2/THBS4/CXCL8/SFRP2/KDR/ADAM12/ADAMTS1/COL4A2/CNMD/C5/GLUL/HSPG2/ETS1/TGFBR2",50
"GO:1900182","positive regulation of protein localization to nucleus","18/1625","87/18903",0.000369667434706778,0.00665898244126404,0.00538850382036457,"LIMK2/SESN2/FYN/JUP/FERMT2/PRKD1/MEPCE/STK11/JAK2/GLIS2/PLK1/CHP2/FLNA/GLI3/TESK1/PIK3R1/ZIC1/ECT2",18
"GO:0006874","cellular calcium ion homeostasis","42/1625","284/18903",0.00037057113008731,0.00665898244126404,0.00538850382036457,"P2RY4/BOK/STC1/ATP13A5/CSRP3/TPCN2/UMOD/APLNR/HSP90B1/CAPN3/PRKD1/TMEM38A/CDH5/ATP1A2/ATP2B2/CAV2/FLNA/KEL/JPH1/TPT1/TGM2/DDIT3/ANXA6/DHRS7C/SLC25A23/PLN/SLC8A1/TRDN/STOML2/CCL19/F2R/PKD2/ANK2/CAMK2D/EDNRA/CASQ2/DMD/TRPM2/GRIK2/CXCL12/BNIP3/CCL5",42
"GO:0030900","forebrain development","53/1625","383/18903",0.000373405486148378,0.0066895195603603,0.00541321471040889,"TBX3/P2RY12/EPHA5/NR2F2/ALDH1A3/FYN/POU3F1/SEMA3A/RELN/MAS1/SHANK3/CNTN2/PPP1R9B/NOTCH1/ATP1B2/SEMA6B/APLP1/ATP1A2/ATF5/STIL/KCNC1/NRP1/ZEB1/OXTR/MFSD2A/LEF1/NDNF/SLC8A1/SRD5A2/MDGA1/GLI3/SEMA5A/TOX/NTRK2/NFIB/LRP2/LPAR1/SLC7A11/TACC3/ARX/ZIC1/HES5/SLC2A1/CXCL12/PRKG1/BNIP3/CDON/UBB/NRP2/COL3A1/PGAP1/TTC21B/SLC4A10",53
"GO:0001952","regulation of cell-matrix adhesion","23/1625","125/18903",0.000379185761424951,0.00677248750860201,0.00548035306225344,"SLC9A1/MYF5/JUP/FERMT2/DAPK3/CDH13/MYOC/NRP1/FAM107A/EFEMP2/ACVRL1/RIN2/PTK2/PIK3R1/EFNA5/KDR/LIMCH1/EPHA3/GPM6B/ARHGAP6/PRKCZ/LDB1/BCAS3",23
"GO:0003151","outflow tract morphogenesis","17/1625","80/18903",0.000383193285650526,0.00680766247437589,0.0055088169362951,"CLDN5/TBX1/TBX3/NPY1R/SEMA3C/NOTCH1/DVL2/ZFPM1/TGFBR3/NRP1/SOX18/LRP2/EDNRA/SFRP2/WNT11/NRP2/TGFBR2",17
"GO:0003416","endochondral bone growth","9/1625","28/18903",0.000383465208940074,0.00680766247437589,0.0055088169362951,"STC1/OSTN/ECM1/ANXA6/SOX9/BNC2/MMP13/DDR2/TGFBR2",9
"GO:0001101","response to acid chemical","24/1625","133/18903",0.000386141223827803,0.00681412087796728,0.00551404313004657,"SESN2/FYN/UMOD/COL1A1/PIK3CA/SLC7A5/BAIAP2/HMGCS2/ZEB1/COL1A2/GCLC/RRAGD/ARG1/BCL11A/LRP11/SESN3/NTRK2/PKD2/COL4A1/PDGFD/CASTOR2/COL3A1/SH3BP4/COL6A1",24
"GO:0007052","mitotic spindle organization","24/1625","133/18903",0.000386141223827803,0.00681412087796728,0.00551404313004657,"KIF23/INCENP/GNAI1/KIFC1/EML1/DLGAP5/GPSM2/STIL/CDC20/PKD1/PLK1/MECP2/FLNA/TPX2/AURKA/VCP/TTK/CCSAP/PLK2/TACC3/NDC80/BORA/NUMA1/KIF11",24
"GO:0001756","somitogenesis","15/1625","66/18903",0.000389036980449008,0.00682698612263541,0.005524453792735,"SEMA3C/MYF6/MYF5/NOTCH1/NKD1/LFNG/LEF1/EP300/AXIN2/DLL1/SFRP2/POGLUT1/TCF15/PCDH8/NRARP",15
"GO:0046467","membrane lipid biosynthetic process","26/1625","149/18903",0.000389186857347387,0.00682698612263541,0.005524453792735,"PPM1L/HACD3/ST8SIA2/ALDH3B1/PRKD1/ALOXE3/CSNK1G2/ST3GAL2/ELOVL1/ST8SIA6/DEGS2/PRKD2/PIGT/PLPP3/PIGQ/SPTLC2/ST8SIA5/ELOVL7/UGCG/SGMS2/UGT8/B4GALT4/ST6GALNAC4/SGMS1/PGAP1/CCN1",26
"GO:0050679","positive regulation of epithelial cell proliferation","35/1625","224/18903",0.000395866464447777,0.00692355175505994,0.00560259550339803,"TBX1/AGTR1/ZNF703/HTRA1/TACR1/APLNR/TGM1/NOTCH1/PRKD1/ECM1/CDH13/NRP1/JCAD/PRKD2/CAV2/PPP1R16B/ACVRL1/FLT4/SOX9/OSR1/ARG1/HLX/SEMA5A/CYP7B1/OSR2/THBS4/AREG/KDR/FGFBP1/GLUL/NRARP/CXCL12/NRP2/GPBAR1/ZBED9",35
"GO:0072659","protein localization to plasma membrane","42/1625","285/18903",0.00039932954033327,0.00696345654060442,0.00563488678682668,"PPIL2/ZDHHC8/RILPL1/ANK1/CD81/CSRP3/TPBG/PKP2/PACSIN1/PPP1R9B/JUP/FLOT1/PKDCC/RAB15/VAMP2/PALM/RAB26/GGA2/EHD2/FLNA/LRP1/STAC3/ARHGAP44/SLC9A3R1/MAP7/SPTBN1/RHOQ/EPB41L3/LAMA5/SCRIB/PIK3R1/ANK2/GAS6/EPHA3/RDX/PRKCZ/SORBS1/SCN3B/TMBIM1/RAMP3/ACTN2/CACNB3",42
"GO:0003096","renal sodium ion transport","6/1625","13/18903",0.000403741144969203,0.00701855083487929,0.00567946954670013,"KCNQ1/UMOD/WNK4/EDNRB/SLC9A3R1/EDNRA",6
"GO:0034109","homotypic cell-cell adhesion","19/1625","95/18903",0.000404870594478954,0.00701855083487929,0.00567946954670013,"P2RY12/ZNF703/PKP2/PRKCQ/JUP/ALOX12/JAK2/PEAR1/PLAUR/ABAT/FLNA/C1QTNF1/PLPP3/DSC2/MMRN1/SLC7A11/RDX/PRKG1/CCL5",19
"GO:0033674","positive regulation of kinase activity","65/1625","496/18903",0.000408252873355434,0.00705642942978571,0.00571012121985946,"CAMKK2/ADRA2B/IL1B/P2RY12/IRS1/EPHB1/EPHA5/AFAP1L2/TCIM/CD81/INCENP/AMBRA1/MAP3K5/RELN/MAS1/CDKN1A/FGD2/CD300A/WNK4/FERMT2/PRKD1/PIK3CA/DVL2/DLG4/STK11/JAK2/PKD1/LMTK2/ANGPT1/TPX2/FGFR4/MAP3K12/PDGFRB/FLT4/GPRC5A/AXIN2/MAP2K6/SLC27A1/TTBK1/FLT1/PTK2/CCL19/RICTOR/EFNA5/NTRK2/PKD2/EREG/AREG/PDE5A/MUSK/MOB3B/KDR/GAS6/EPHA3/BORA/PDGFD/FZD4/WNT11/DDR2/PRKCZ/CCL5/TGFBR2/CCN1/FLT3/ECT2",65
"GO:0071559","response to transforming growth factor beta","41/1625","277/18903",0.000424691553876286,0.00731909946943517,0.00592267599450123,"CLDN5/ZNF703/HTRA1/FBN1/FYN/RUNX3/PEG10/COL1A1/TGFB3/FERMT2/STK11/CDH5/MYOCD/ZFHX3/TGFBR3/ZEB1/ITGA8/COL1A2/CITED1/LTBP4/LTBP1/CAV2/ZYX/TGFB1I1/ACVRL1/EP300/SOX9/ARG1/PTK2/NPNT/COL4A2/PDGFD/PDE2A/HSPA5/DDR2/BCL9L/COL3A1/MSTN/ZEB2/TGFBR2/ZNF451",41
"GO:0001558","regulation of cell growth","57/1625","422/18903",0.000426896756638432,0.00733565447121551,0.00593607243924731,"AGTR1/OSTN/PRDM11/SESN2/SLC9A1/SEMA3C/SEMA3A/PRKCQ/CDKN1A/BCAR1/PPP1R9B/KRT17/KIF26A/FBLN5/STK11/PTPRS/SEMA6B/CRYAB/LGI1/MAG/MYOCD/NTN1/IST1/RGS4/LPAR3/NRP1/FAM107A/SEMA3G/CISH/LTBP4/DACT3/RASGRP2/G6PD/MFSD2A/DBN1/ACVRL1/SLIT3/BCL11A/IGFBP3/IGFBP1/SEMA5A/H1-5/EPB41L3/RICTOR/EFNA5/IGFBP7/SPP1/CAMK2D/SFRP2/NANOS1/WNT11/CXCL12/PLCE1/SHTN1/PPP2R1A/SH3BP4/IGFBP5",57
"GO:0007596","blood coagulation","35/1625","225/18903",0.000430882881921554,0.00737709652074563,0.00596960768944305,"ADRA2B/P2RY12/PROS1/PLAT/PABPC4/VWF/SERPING1/PRKCQ/CD34/PIK3CA/ALOX12/JAK2/TBXA2R/ANXA2/PEAR1/PLAUR/SELP/ABAT/FLNA/NOS3/C1QTNF1/DGKA/PRDX2/VAV1/THBD/F2R/F2RL2/MMRN1/SLC7A11/GAS6/F10/ADAMTS13/PRKG1/COL3A1/HGFAC",35
"GO:0006066","alcohol metabolic process","51/1625","367/18903",0.000431811723728748,0.00737709652074563,0.00596960768944305,"MVK/SEC14L2/RETSAT/HDLBP/INPP5A/ALDH1A3/PNPLA2/MAS1/ALDH3B1/IP6K3/NUDT3/CYP46A1/FDPS/SULT2A1/HSD17B7/FMO5/HMGCS2/PRKAA2/SCNN1B/INSIG1/CYP51A1/PON1/NSDHL/EDNRB/ITPKC/DEGS2/G6PD/MECP2/SULT1A2/CYP2D6/RDH16/GPD1/ABCA5/PLPP3/FDFT1/SPTLC2/CYP7B1/SQLE/HMGCS1/CYP1A1/LRP2/ADH1C/MSMO1/H6PD/CH25H/RBP4/SC5D/SCARF1/DHRS9/DHCR7/HMGCR",51
"GO:0042472","inner ear morphogenesis","20/1625","103/18903",0.000433112603575131,0.00737793550714399,0.00597028660419507,"TBX1/TBX3/ALDH1A3/KCNQ1/GRHL3/MAFB/DVL2/NTN1/INSIG1/ZEB1/ITGA8/COL2A1/SLC9A3R1/SOX9/SOBP/TFAP2A/SCRIB/ZIC1/LRIG3/COL11A1",20
"GO:0021700","developmental maturation","44/1625","304/18903",0.000437212464927329,0.00742631201233913,0.00600943327342857,"RFLNA/NLGN1/FARP2/GLDN/RELN/CNTN2/C1QL1/PHOSPHO1/DLG4/PALM/CDH5/TMEM79/MYOC/NFIA/CDC20/SOX8/EDNRB/PLXNB1/NTN4/G6PD/MECP2/SOX18/AURKA/SEZ6L2/SOX10/DDIT3/ACVRL1/S1PR1/BCL11A/RAB38/CHRDL1/NPR2/UNC13B/CCL19/EREG/IL15/EDNRA/KDR/RERE/HES5/C1QA/PPP2R1A/PLA2G3/SCARF1",44
"GO:0072243","metanephric nephron epithelium development","8/1625","23/18903",0.000443311928392925,0.00750827731594224,0.00607576027691574,"UMOD/SOX8/PKD1/LAMB2/SOX9/OSR1/PKD2/HES5",8
"GO:0007163","establishment or maintenance of cell polarity","36/1625","234/18903",0.000445506766486694,0.00752319024996692,0.0060878279468148,"EPHB1/ANK1/SLC9A1/CYRIB/GPSM1/DLG4/STK11/CDH5/GPSM2/PKD1/PLK1/ATN1/SPN/SLC9A3R1/MAP7/RHOQ/CAP2/RIPOR2/PTK2/SCRIB/CCL19/ALPK2/RICTOR/DOCK2/RHOBTB2/NDC80/TCF15/DLG2/WNT11/NUMA1/SAPCD2/PRKCZ/HES5/SHTN1/BCAS3/MYO18A",36
"GO:0001570","vasculogenesis","17/1625","81/18903",0.000446745264249817,0.00752319024996692,0.0060878279468148,"MYO18B/APLNR/CD34/GJC1/NOTCH1/RASIP1/MYOCD/TGFBR3/NRP1/CITED1/SOX18/PDGFRB/RIN2/NTRK2/KDR/FZD4/TGFBR2",17
"GO:0048662","negative regulation of smooth muscle cell proliferation","16/1625","74/18903",0.000458969526669585,0.00770702675267958,0.00623658996953033,"NDRG2/CDKN1A/TGFB3/NDRG4/MYOCD/VIPR2/OGN/PTGIR/EFEMP2/SF1/NOS3/IGFBP3/IL15/PDCD4/PRKG1/IGFBP5",16
"GO:0043271","negative regulation of ion transport","28/1625","167/18903",0.000465522286111873,0.00775784630346418,0.00627771357151719,"ADRA2B/STC1/PACSIN3/BEST3/CRHR1/WNK4/GABBR1/KCNAB1/ATP1A2/RGS4/SLC6A9/ABAT/NOS3/KEL/TRIM27/SLC9A3R1/OSR1/PLN/TRDN/TCAF2/PKD2/CAMK2D/CASQ2/GPM6B/PPIF/SLC43A2/BIN1/ACTN2",28
"GO:0032354","response to follicle-stimulating hormone","7/1625","18/18903",0.000465944620194489,0.00775784630346418,0.00627771357151719,"PLAT/NOTCH1/TGFBR3/GCLC/SRD5A2/EFNA5/EDNRA",7
"GO:2000811","negative regulation of anoikis","7/1625","18/18903",0.000465944620194489,0.00775784630346418,0.00627771357151719,"NOTCH1/PIK3CA/PIK3R3/PDK4/SNAI2/PTK2/NTRK2",7
"GO:0007605","sensory perception of sound","27/1625","159/18903",0.000474647225082161,0.00788048097080073,0.00637695056144484,"TBX1/KCNQ1/TUB/EPYC/COL1A1/SLC1A3/TECTA/ATP2B2/EML2/COL2A1/DDIT3/SLC9A3R1/SOBP/OTOR/TFAP2A/RIPOR2/MBP/SNAI2/ATP8B1/MARVELD2/LRP2/USP53/GJB6/FZD4/PGAP1/TSPEAR/COL11A1",27
"GO:0051282","regulation of sequestering of calcium ion","23/1625","127/18903",0.000479609007799513,0.00794049295497283,0.00642551275676994,"TPCN2/APLNR/CAPN3/PRKD1/TMEM38A/ATP1A2/FLNA/JPH1/DDIT3/ANXA6/DHRS7C/SLC25A23/PLN/SLC8A1/TRDN/CCL19/F2R/PKD2/ANK2/CAMK2D/CASQ2/DMD/TRPM2",23
"GO:0043523","regulation of neuron apoptotic process","34/1625","218/18903",0.000491979863288978,0.00811757158841376,0.00656880625562173,"BOK/AMBRA1/PTPRZ1/TGFB3/PIK3CA/JAK2/MAG/CRLF1/NRP1/CITED1/G6PD/MECP2/DNAJC5/ANGPT1/VSTM2L/MAP3K12/DDIT3/NDNF/TFAP2B/GCLC/SLC30A10/NONO/PAK3/TFAP2A/NRBP2/CNTFR/ITGA1/F2R/NTRK2/TRIM2/KDR/SET/GRIK2/PLA2G3",34
"GO:0051962","positive regulation of nervous system development","41/1625","279/18903",0.000493059149754348,0.00811757158841376,0.00656880625562173,"IL1B/NLGN1/EPHB1/ST8SIA2/TPBG/RELN/PTPRZ1/SHANK3/PLXNC1/AMIGO2/NOTCH1/SPEN/NLGN2/STK11/MAG/NTN1/IST1/SLC7A5/BAIAP2/LPAR3/SOX8/NRP1/PLXNB1/OXTR/MECP2/DBN1/TGM2/SOX10/TLR2/TTBK1/PAK3/GLI3/SEMA5A/EFNA5/NTRK2/PTPRD/LRP2/CHODL/CXCL12/SHTN1/BIN1",41
"GO:0003002","regionalization","50/1625","360/18903",0.000495128097487257,0.00812892759495791,0.00657799563030277,"TBX1/TBX3/NR2F2/PCSK6/ALX4/SEMA3C/RELN/MYF6/MYF5/MAFB/PCGF2/NOTCH1/DVL2/NKD1/IRX3/PBX1/SSBP3/LFNG/NRP1/AURKA/LEF1/DDIT3/ACVRL1/EP300/AXIN2/OSR1/DLL1/GLI3/IRX2/LAMA5/LRP2/CXXC4/HHIP/SFRP2/POGLUT1/TCF15/PCDH8/WNT11/PBX3/NRARP/HES5/NBL1/C1QA/LDB1/CDON/KMT2A/NRP2/PGAP1/TTC21B/IRX1",50
"GO:1902905","positive regulation of supramolecular fiber organization","29/1625","176/18903",0.000500169013355528,0.00818887823532633,0.00662650818571314,"TACR1/NAV3/TNXB/TGFB3/FERMT2/OCLN/MYLK3/BAIAP2/MYOC/PDE4DIP/NRP1/EFEMP2/MECP2/BAIAP2L1/TRIM27/FCHSD1/CDC42EP4/WASF1/SEMA5A/TESK1/RICTOR/LPAR1/LIMCH1/WNT11/NUMA1/SYNPO2L/BIN1/WASF3/ACTN2",29
"GO:0048608","reproductive structure development","44/1625","306/18903",0.000503694516170087,0.00822375478755261,0.00665473058103708,"TBX3/PSAP/PTX3/BOK/NR2F2/AGO4/MAS1/NOTCH1/STK11/IMMP2L/MYOCD/IRX5/SOX8/PKD1/LFNG/TNFSF10/SF1/NOS3/YBX3/ATN1/COL9A3/PDGFRB/SLIT3/SOX9/OSR1/ESR1/SRD5A2/FNDC3A/GLI3/GREB1L/CYP7B1/SULF1/ACSBG1/LRP2/EREG/SFRP2/KDR/ADAMTS1/FZD4/HSPA5/RBP4/GFRA1/UBB/MEA1",44
"GO:0042759","long-chain fatty acid biosynthetic process","9/1625","29/18903",0.000513953299298411,0.0083450158293797,0.00675285602180977,"ALOXE3/ALOX12/ALOX5/ACSBG2/CYP2D6/LTC4S/PLP1/ACSBG1/CYP1A1",9
